name,website,email,source,country,description,scraped_at
"D3","https://github.com/wbkd/awesome-d3#readme","","GitHub/sindresorhus/awesome","","Library for producing dynamic, interactive data visualizations.","2025-05-27 19:45:47"
"Emails","https://github.com/jonathandion/awesome-emails#readme","","GitHub/sindresorhus/awesome","","No description","2025-05-27 19:45:47"
"jQuery","https://github.com/petk/awesome-jquery#readme","","GitHub/sindresorhus/awesome","","Easy to use JavaScript library for DOM manipulation.","2025-05-27 19:45:47"
"Tips","https://github.com/AllThingsSmitty/jquery-tips-everyone-should-know#readme","","GitHub/sindresorhus/awesome","","No description","2025-05-27 19:45:47"
"Web Audio","https://github.com/notthetup/awesome-webaudio#readme","","GitHub/sindresorhus/awesome","","No description","2025-05-27 19:45:47"
"Offline-First","https://github.com/pazguille/offline-first#readme","","GitHub/sindresorhus/awesome","","No description","2025-05-27 19:45:47"
"Static Website Services","https://github.com/agarrharr/awesome-static-website-services#readme","","GitHub/sindresorhus/awesome","","No description","2025-05-27 19:45:47"
"Cycle.js","https://github.com/cyclejs-community/awesome-cyclejs#readme","","GitHub/sindresorhus/awesome","","Functional and reactive JavaScript framework.","2025-05-27 19:45:47"
"Text Editing","https://github.com/dok/awesome-text-editing#readme","","GitHub/sindresorhus/awesome","","No description","2025-05-27 19:45:47"
"Motion UI Design","https://github.com/fliptheweb/motion-ui-design#readme","","GitHub/sindresorhus/awesome","","No description","2025-05-27 19:45:47"
"Vue.js","https://github.com/vuejs/awesome-vue#readme","","GitHub/sindresorhus/awesome","","App framework.","2025-05-27 19:45:47"
"Marionette.js","https://github.com/sadcitizen/awesome-marionette#readme","","GitHub/sindresorhus/awesome","","App framework.","2025-05-27 19:45:47"
"Aurelia","https://github.com/aurelia-contrib/awesome-aurelia#readme","","GitHub/sindresorhus/awesome","","App framework.","2025-05-27 19:45:47"
"Charting","https://github.com/zingchart/awesome-charting#readme","","GitHub/sindresorhus/awesome","","No description","2025-05-27 19:45:47"
"Ionic Framework","https://github.com/candelibas/awesome-ionic#readme","","GitHub/sindresorhus/awesome","","No description","2025-05-27 19:45:47"
"Chrome DevTools","https://github.com/ChromeDevTools/awesome-chrome-devtools#readme","","GitHub/sindresorhus/awesome","","No description","2025-05-27 19:45:47"
"PostCSS","https://github.com/jdrgomes/awesome-postcss#readme","","GitHub/sindresorhus/awesome","","CSS tool.","2025-05-27 19:45:47"
"Draft.js","https://github.com/nikgraf/awesome-draft-js#readme","","GitHub/sindresorhus/awesome","","Rich text editor framework for React.","2025-05-27 19:45:47"
"Service Workers","https://github.com/TalAter/awesome-service-workers#readme","","GitHub/sindresorhus/awesome","","No description","2025-05-27 19:45:47"
"Progressive Web Apps","https://github.com/TalAter/awesome-progressive-web-apps#readme","","GitHub/sindresorhus/awesome","","No description","2025-05-27 19:45:47"
"choo","https://github.com/choojs/awesome-choo#readme","","GitHub/sindresorhus/awesome","","App framework.","2025-05-27 19:45:47"
"Redux","https://github.com/brillout/awesome-redux#readme","","GitHub/sindresorhus/awesome","","State container for JavaScript apps.","2025-05-27 19:45:47"
"Browserify","https://github.com/browserify/awesome-browserify#readme","","GitHub/sindresorhus/awesome","","Module bundler.","2025-05-27 19:45:47"
"Sass","https://github.com/Famolus/awesome-sass#readme","","GitHub/sindresorhus/awesome","","CSS preprocessor.","2025-05-27 19:45:47"
"Ant Design","https://github.com/websemantics/awesome-ant-design#readme","","GitHub/sindresorhus/awesome","","Enterprise-class UI design language.","2025-05-27 19:45:47"
"Less","https://github.com/LucasBassetti/awesome-less#readme","","GitHub/sindresorhus/awesome","","CSS preprocessor.","2025-05-27 19:45:47"
"WebGL","https://github.com/sjfricke/awesome-webgl#readme","","GitHub/sindresorhus/awesome","","JavaScript API for rendering 3D graphics.","2025-05-27 19:45:47"
"Preact","https://github.com/preactjs/awesome-preact#readme","","GitHub/sindresorhus/awesome","","App framework.","2025-05-27 19:45:47"
"Progressive Enhancement","https://github.com/jbmoelker/progressive-enhancement-resources#readme","","GitHub/sindresorhus/awesome","","No description","2025-05-27 19:45:47"
"Next.js","https://github.com/unicodeveloper/awesome-nextjs#readme","","GitHub/sindresorhus/awesome","","Framework for server-rendered React apps.","2025-05-27 19:45:47"
"lit","https://github.com/web-padawan/awesome-lit#readme","","GitHub/sindresorhus/awesome","","Library for building web components with a declarative template system.","2025-05-27 19:45:47"
"JAMstack","https://github.com/automata/awesome-jamstack#readme","","GitHub/sindresorhus/awesome","","Modern web development architecture based on client-side JavaScript, reusable APIs, and prebuilt markup.","2025-05-27 19:45:47"
"WordPress-Gatsby","https://github.com/henrikwirth/awesome-wordpress-gatsby#readme","","GitHub/sindresorhus/awesome","","Web development technology stack with WordPress as a back end and Gatsby as a front end.","2025-05-27 19:45:47"
"Mobile Web Development","https://github.com/myshov/awesome-mobile-web-development#readme","","GitHub/sindresorhus/awesome","","Creating a great mobile web experience.","2025-05-27 19:45:47"
"Storybook","https://github.com/lauthieb/awesome-storybook#readme","","GitHub/sindresorhus/awesome","","Development environment for UI components.","2025-05-27 19:45:47"
"Blazor","https://github.com/AdrienTorris/awesome-blazor#readme","","GitHub/sindresorhus/awesome","",".NET web framework using C#/Razor and HTML that runs in the browser with WebAssembly.","2025-05-27 19:45:47"
"PageSpeed Metrics","https://github.com/csabapalfi/awesome-pagespeed-metrics#readme","","GitHub/sindresorhus/awesome","","Metrics to help understand page speed and user experience.","2025-05-27 19:45:47"
"Tailwind CSS","https://github.com/aniftyco/awesome-tailwindcss#readme","","GitHub/sindresorhus/awesome","","Utility-first CSS framework for rapid UI development.","2025-05-27 19:45:47"
"Seed","https://github.com/seed-rs/awesome-seed-rs#readme","","GitHub/sindresorhus/awesome","","Rust framework for creating web apps running in WebAssembly.","2025-05-27 19:45:47"
"Web Performance Budget","https://github.com/pajaydev/awesome-web-performance-budget#readme","","GitHub/sindresorhus/awesome","","Techniques to ensure certain performance metrics for a website.","2025-05-27 19:45:47"
"Web Animation","https://github.com/sergey-pimenov/awesome-web-animation#readme","","GitHub/sindresorhus/awesome","","Animations in the browser with JavaScript, CSS, SVG, etc.","2025-05-27 19:45:47"
"Yew","https://github.com/jetli/awesome-yew#readme","","GitHub/sindresorhus/awesome","","Rust framework inspired by Elm and React for creating multi-threaded frontend web apps with WebAssembly.","2025-05-27 19:45:47"
"Material-UI","https://github.com/nadunindunil/awesome-material-ui#readme","","GitHub/sindresorhus/awesome","","Material Design React components for faster and easier web development.","2025-05-27 19:45:47"
"Building Blocks for Web Apps","https://github.com/componently-com/awesome-building-blocks-for-web-apps#readme","","GitHub/sindresorhus/awesome","","Standalone features to be integrated into web apps.","2025-05-27 19:45:47"
"Svelte","https://github.com/TheComputerM/awesome-svelte#readme","","GitHub/sindresorhus/awesome","","App framework.","2025-05-27 19:45:47"
"Design systems","https://github.com/klaufel/awesome-design-systems#readme","","GitHub/sindresorhus/awesome","","Collection of reusable components, guided by rules that ensure consistency and speed.","2025-05-27 19:45:47"
"Inertia.js","https://github.com/innocenzi/awesome-inertiajs#readme","","GitHub/sindresorhus/awesome","","Make single-page apps without building an API.","2025-05-27 19:45:47"
"MDBootstrap","https://github.com/mdbootstrap/awesome-mdbootstrap#readme","","GitHub/sindresorhus/awesome","","Templates, layouts, components, and widgets to rapidly build websites.","2025-05-27 19:45:47"
"Master CSS","https://github.com/master-co/awesome-master-css#readme","","GitHub/sindresorhus/awesome","","A virtual CSS language with enhanced syntax.","2025-05-27 19:45:47"
"Hydrogen","https://github.com/shopify/awesome-hydrogen#readme","","GitHub/sindresorhus/awesome","","Edge-first framework for building Shopify storefronts with React.","2025-05-27 19:45:47"
"Tiny JS","https://github.com/thoughtspile/awesome-tiny-js#readme","","GitHub/sindresorhus/awesome","","Frontend libraries that fit into 2 kB with dependencies.","2025-05-27 19:45:47"
"Frontend GIS","https://github.com/joewdavies/awesome-frontend-gis#readme","","GitHub/sindresorhus/awesome","","Geographic Information Systems (GIS) for web browsers.","2025-05-27 19:45:47"
"WebGPU","https://github.com/mikbry/awesome-webgpu#readme","","GitHub/sindresorhus/awesome","","JavaScript API for rendering and compute on GPUs.","2025-05-27 19:45:47"
"Flask","https://github.com/mjhea0/awesome-flask#readme","","GitHub/sindresorhus/awesome","","Python framework.","2025-05-27 19:45:47"
"Docker","https://github.com/veggiemonk/awesome-docker#readme","","GitHub/sindresorhus/awesome","","No description","2025-05-27 19:45:47"
"Vagrant","https://github.com/iJackUA/awesome-vagrant#readme","","GitHub/sindresorhus/awesome","","Automation virtual machine environment.","2025-05-27 19:45:47"
"Pyramid","https://github.com/uralbash/awesome-pyramid#readme","","GitHub/sindresorhus/awesome","","Python framework.","2025-05-27 19:45:47"
"Play1 Framework","https://github.com/PerfectCarl/awesome-play1#readme","","GitHub/sindresorhus/awesome","","No description","2025-05-27 19:45:47"
"CakePHP","https://github.com/friendsofcake/awesome-cakephp#readme","","GitHub/sindresorhus/awesome","","PHP framework.","2025-05-27 19:45:47"
"Symfony","https://github.com/sitepoint-editors/awesome-symfony#readme","","GitHub/sindresorhus/awesome","","PHP framework.","2025-05-27 19:45:47"
"Education","https://github.com/pehapkari/awesome-symfony-education#readme","","GitHub/sindresorhus/awesome","","No description","2025-05-27 19:45:47"
"Laravel","https://github.com/chiraggude/awesome-laravel#readme","","GitHub/sindresorhus/awesome","","PHP framework.","2025-05-27 19:45:47"
"Education","https://github.com/fukuball/Awesome-Laravel-Education#readme","","GitHub/sindresorhus/awesome","","No description","2025-05-27 19:45:47"
"TALL Stack","https://github.com/livewire/awesome-tall-stack#readme","","GitHub/sindresorhus/awesome","","Full-stack development solution featuring libraries built by the Laravel community.","2025-05-27 19:45:47"
"Rails","https://github.com/gramantin/awesome-rails#readme","","GitHub/sindresorhus/awesome","","Web app framework for Ruby.","2025-05-27 19:45:47"
"Gems","https://github.com/hothero/awesome-rails-gem#readme","","GitHub/sindresorhus/awesome","","Packages.","2025-05-27 19:45:47"
"Phalcon","https://github.com/phalcon/awesome-phalcon#readme","","GitHub/sindresorhus/awesome","","PHP framework.","2025-05-27 19:45:47"
"Useful `.htaccess` Snippets","https://github.com/phanan/htaccess#readme","","GitHub/sindresorhus/awesome","","No description","2025-05-27 19:45:47"
"nginx","https://github.com/fcambus/nginx-resources#readme","","GitHub/sindresorhus/awesome","","Web server.","2025-05-27 19:45:47"
"Dropwizard","https://github.com/stve/awesome-dropwizard#readme","","GitHub/sindresorhus/awesome","","Java framework.","2025-05-27 19:45:47"
"Kubernetes","https://github.com/ramitsurana/awesome-kubernetes#readme","","GitHub/sindresorhus/awesome","","Open-source platform that automates Linux container operations.","2025-05-27 19:45:47"
"Lumen","https://github.com/unicodeveloper/awesome-lumen#readme","","GitHub/sindresorhus/awesome","","PHP micro-framework.","2025-05-27 19:45:47"
"Serverless Framework","https://github.com/pmuens/awesome-serverless#readme","","GitHub/sindresorhus/awesome","","Serverless computing and serverless architectures.","2025-05-27 19:45:47"
"Apache Wicket","https://github.com/PhantomYdn/awesome-wicket#readme","","GitHub/sindresorhus/awesome","","Java web app framework.","2025-05-27 19:45:47"
"Vert.x","https://github.com/vert-x3/vertx-awesome#readme","","GitHub/sindresorhus/awesome","","Toolkit for building reactive apps on the JVM.","2025-05-27 19:45:47"
"Terraform","https://github.com/shuaibiyy/awesome-terraform#readme","","GitHub/sindresorhus/awesome","","Tool for building, changing, and versioning infrastructure.","2025-05-27 19:45:47"
"Vapor","https://github.com/vapor-community/awesome-vapor#readme","","GitHub/sindresorhus/awesome","","Server-side development in Swift.","2025-05-27 19:45:47"
"Dash","https://github.com/ucg8j/awesome-dash#readme","","GitHub/sindresorhus/awesome","","Python web app framework.","2025-05-27 19:45:47"
"FastAPI","https://github.com/mjhea0/awesome-fastapi#readme","","GitHub/sindresorhus/awesome","","Python web app framework.","2025-05-27 19:45:47"
"CDK","https://github.com/kolomied/awesome-cdk#readme","","GitHub/sindresorhus/awesome","","Open-source software development framework for defining cloud infrastructure in code.","2025-05-27 19:45:47"
"IAM","https://github.com/kdeldycke/awesome-iam#readme","","GitHub/sindresorhus/awesome","","User accounts, authentication and authorization.","2025-05-27 19:45:47"
"Slim","https://github.com/nekofar/awesome-slim#readme","","GitHub/sindresorhus/awesome","","PHP framework.","2025-05-27 19:45:47"
"Fiber","https://github.com/gofiber/awesome-fiber#readme","","GitHub/sindresorhus/awesome","","Web framework built on top of Fasthttp, the fastest HTTP engine for Go.","2025-05-27 19:45:47"
